"View","Name of Firm","Trade Name","unknown","unknown","Address, line 1","Address, line 2","City","State","Zip","Capabilities Narrative"
"599","Bold New Directions, INC.","","SUZANNE GUTHRIE","","6 PARC PL STE D","","SOUTHAMPTON","MA","01073-9270",""
"600","CCR SOLUTIONS","","Ronald Schmitz","","25 WALPOLE PARK S STE 4","","WALPOLE","MA","02081-2522",""
"601","Artel Video Systems Corporation ","","Joanne Pederson","President","5B Lyberty Way ","","Westford","MA","01886-3617","Newfound Technology is a manufacturer of electronic circuit card assembly, printed wiring boards, and electro mechanical chassis. We add value through technology assimilation and continuation engineering"
"602","Vanguard Construction Company Inc","","Ronald Olsen","PRESIDENT","63 VALLEY ST","","DUNSTABLE","MA","01827-2508","SDVOSB, GENERAL CONSTRUCTION, INTERIOR RENOVATION/REHABILITATION, DEMOLITION,NEW CONSTRUCTION,PRE ENGINEERED STEEL BUILDINGS"
"603","Human Metabolome Technologies America, Inc ","","Takushi Oga","","24 Denby Rd Ste 217 ","","Boston","MA","02134-1606",""
"604","SYNAPSE LLC","","Sureel Bhurat","","100 Cambridge Street, #1400","","Boston","MA","02114-2545","Application development, Software service, Cloud architecture, Talent solutions, Data analytics, IOT"
"605","Xtalic Corporation","","CHRISTOPHER  HEMME","","260 Cedar Hill St Ste 4","","Marlborough","MA","01752-3075",""
"606","BJM RESOURCING INC.","","Brendan Mahoney","","79 Guimquissett Rd","","Cotuit","MA","02635-3333",""
"607","NEPONSET CONTROLS, INC.","","James A Blake","","71 ELM ST UNIT 1","","FOXBORO","MA","02035-2519",""
"608","A.M.S. NETWORK, LLC","","DERRICK Hobin","","160 Speen St Ste 205","","Framingham","MA","01701-2003",""
"609","SAMPLE6 TECHNOLOGIES, INC.","","MICHAEL  S KOERIS","","12 GILL ST STE 4200","","WOBURN","MA","01801-1778",""
"610","MICRO MACHINE & ELECTRONICS INC","","JOHN HEROUX","President","283 WHITNEY ST","","LEOMINSTER","MA","01453-3222","Precision Machining, Electrical Products and Assemblies, Electronic Products and Assemblies, Mechanical Assemblies"
"611","Cutispharma, Inc.","","Twinkle Patel","","841 WOBURN ST","","WILMINGTON","MA","01887-3414",""
"612","Graham Waste Services, Inc.","GRAHAM","Lynne Schwandt","","215 Chief Justice Cushing Hwy","","Cohasset","MA","02025-1206",""
"613","Fens Associates, LLC","","FRANK  APICELLA","Controller","939 Salem St Unit 3","","Groveland","MA","01834-1566","Contract furniture dealership which represents furniture for over 30 various manufacturers which are under GSA contracts. Provide design, installation and reconfiguration services."
"614","Passive Protection, Inc.","","SARAH ROTONDO","","4 PLYMOUTH AVE","","BRAINTREE","MA","02184-7904","Spray Applied Fireproofing, Cementitious,Gypsum, SFRM, Firestopping, Intumescent Coatings, Thermal-Acoustical Insulation, Spray-applied fiberglass, Class A Flame Retardants, Fire Building Code Compliance"
"615","PROCESS SOFTWARE, LLC","","ELLEN PENNIFOLD","","959 CONCORD ST","","FRAMINGHAM","MA","01701-4682",""
"616","MODERN MOLD & TOOL, INC","MAGNUS MOLDING","Rita Schillinger","","1995 EAST ST","","PITTSFIELD","MA","01201-3850","Design & Build injection molds for the plastics industry, injection mold plastic parts from these molds. We work in the medical, defense, electrical, sporting goods and consumer goods fields"
"617","Andor Technology, Inc.","","Laura Chmiel","","300 Baker Ave Ste 150","","Concord","MA","01742-2124",""
"618","George O'Brien Co., Inc.","","Kevin O'Brien","","281 Great Western Rd","","South Dennis","MA","02660-3749",""
"619","Charter Contracting Company, LLC ","","Timothy Ashmore","","500 Harrison Ave Ste 4R ","","Boston","MA","02118-2439","Environmental & Civil Construction; Remediation; Excavation; Site Work; Utilities; Groundwater Treatment; Demolition; Asbestos Hazardous Materials Abatement, Transport & Disposal; Dredging & Marine Construction; Waterway Construction; Ecosystem Restoration; Range Construction; Commercial, Industrial Buildings; Soil, Sediment and Debris Management."
"620","HYDRA TECH, INC. ","","DONALD  S Smith, Jr","","170 Pratts Junction ","","STERLING","MA","01564-2373",""
"621","Agency Landscape + Planning, LLC","","Gina Ford","","45 Lawn St","","Cambridge","MA","02138-4442",""
"622","BRUSH HILL TRANSPORTATION CO","","Richard  W. Anzuoni Jr.","VP","435 HIGH ST STE 2","","RANDOLPH","MA","02368-1635",""
"623","Josh Simpson Contemporary Glass, Inc.","","Cindi Heon","","30 Frank Williams Rd","","Shelburne Falls","MA","01370-9724",""
"624","SIMON DESIGN ENGINEERING LLC","","WILLIAM M WIENERS","","42 WASHINGTON ST STE 300","","WELLESLEY","MA","02481-1817","Professional engineering company focused on providing the latest in client focused concepts and solutions to Owners, Developers, Public Agencies, Architects and Builders. Our services encompass complete Professional Design & Parking Design Services."
"625","CR Environmental, Inc.","","CHARLOTTE  M COGSWELL","PRESIDENT","639 Boxberry Hill Rd","","East Falmouth","MA","02536-4129","Ecology & oceanographic consulting, WBE/DBE. OSHA H&S trained. Freshwater and oceanographic studies, bathymetric & geophysical survey, media sampling, underwater video, wetland delineation, ecological risk, restoration, monitoring, and permitting."
"626","Statistical Solutions Ltd","","Kevin  Sievewright","","One International Place 100 Oliver St Ste 1400","","Boston","MA","02110-0000",""
"627","South Shore Manufacturing, Inc.","Jack's Machine Company","Patrick Johnson","","162 Industrial Blvd Ste 2B","","Hanson","MA","02341-1538",""
"628","PROFESSIONAL PSYCHIATRIC ASSOCIATES & CONSULTANTS, P.C.","","Kate Guertin","","1 WASHINGTON ST STE 302","","WELLESLEY","MA","02481-1706",""
"629","Autoscribe Informatics Inc.","","Judith A Russell","","20 RIVERSIDE DR # 102","","LAKEVILLE","MA","02347-1699",""
"630","PEARSON EDUCATION HOLDINGS INC.","PRENTICE HALL","Joseph Marinaro","","501 BOYLSTON ST STE 900","","BOSTON","MA","02116-3725",""
"631","T.F. BOYLE TRANSPORTATION, INC.","Boyle Transportation","Rick Araniz","","15 Riverhurst Rd","","Billerica","MA","01821-3425","We are a specialized trucking firm dedicated to the transportation of security-sensitive cargo for the defense community, pharmaceutical and biotech organizations, and electronics manufacturers."
"632","L&r Sales, Inc.","","John Schnare","","1040 SOUTHBRIDGE ST Ste 1","","WORCESTER","MA","01610-2235",""
"633","Fire Equipment, Inc.","","Brian Murphy","","20 Hall St","","Medford","MA","02155-4928",""
"634","Atlantic Printing Co Inc","","Stephen FELDMAN","","5 CAUSEWAY LN","","MEDFIELD","MA","02052-2301",""
"635","PHOENIX ELECTRICAL CONTRACTORS INC","","Michael Covel","","210 ANDOVER ST STE 22","","WILMINGTON","MA","01887-1229",""
"636","Crimson Hexagon, Inc.","Crimson Hexagon","Dan Shore","","253 Summer Street","","Boston","MA","02210-1114",""
"637","Office Resources, Inc.","","Paul Fraser","","263 Summer St","","Boston","MA","02210-1506",""
"638","ANVER CORPORATION","","LYNNE  BUTTERWORTH","","36 PARMENTER RD","","HUDSON","MA","01749-3214","Vacuum Lifting Equipment Vacuum lifting replacement parts Vaccum cups and components Material Handling equipment Suction Cups"
"639","Boston Electrical Solutions Inc.","","Suzanne Sellon-Foster","","207 Eliot St","","Milton","MA","02186-2201",""
"640","MCNICHOLS COMPANY","","Janice Uszenski","","33 HIGH ST","","NORTH BILLERICA","MA","01862-2415",""
"641","Asperatus, LLC","DefendX Software","Shannon Scherer","","85 RANGEWAY RD BLDG 3 FL 2","","NORTH BILLERICA","MA","01862-2105",""
"642","MIG CORPORATION INC","","Donald Voghel","Chief Executive Officer","1 ACTON PLACE, SUITE 200","","ACTON","MA","01720-3951","General Contractor specializing in bridge, marine, concrete, pile driving and demo."
"643","Partner Solutions General Contracting Corp.","","Ricardo  Pereira","","375 Riverside Ave","","Medford","MA","02155-5722",""
"644","ANANTH LLC","","Vivek Kamath","","22 SYLVAN DRIVE","","STOW","MA","01775-1084",""
"645","Stilian Electric,inc.","","DIANE STILIAN","","20 Aegean Drive, Suite 3","","Methuen","MA","01844-1580",""
"646","T.M. Electronics, Inc.","","Susan Schmett","Exec. Vice President","68 Barnum Rd","","Devens","MA","01434-3508","Manufacturer of leak, flow, package test electro-pneumatic instruments for industrial, medical, food or pharmaceutical manufacturers"
"647","A. P. WHITAKER & SONS, INC.","","Norman E Whitaker","","652 W CENTER ST","","WEST BRIDGEWATER","MA","02379-1516",""
"648","Millennium Power Services, Inc.","","Michael Pellegrini","","80 Mainline Dr","","Westfield","MA","01085-3314","Millennium Power Services is a full service valve repair shop and manufacturer of new valve parts with locations in Maine, Massachusetts, and Florida. With a fleet of mobile machine shops, we are able to offer on-site service throughout the United States and allow customers to monitor their jobs. We offer emergency valve service both in our shops and at customer sites. We hold both National Board VR and ASME UV stamps."
"649","MIDDLESEX TRUCK & AUTO BODY, INC","MIDDLESEX TRUCK & COACH","BRIAN A MALONEY","","65 GERARD ST","","BOSTON","MA","02119-2938",""
"650","Hoppe Technologies, Inc.","","Pat Dippel","V.P. Sales/Marketing","107 First Ave","","Chicopee","MA","01020-4620","Hoppe Tool makes custom machined components and assmeblies to customer specifications. Capabilities include CNC 4 and 5 axis Milling, CNC turning, EDM, and all types of grinding."
"651","Eastern Etching and Manufacturing Company, The","Eastern Etching","JAY  Wallace","Executive Vice President","35 Lower Grape St","","Chicopee","MA","01013-2655","Manufacturer of custom product identification,including but not limited to: nameplates (aluminum, brass, stainless steel, polycarbonate), decals, labels, dials and many more!"
"652","TPR Media, LLC","Parent Review, the","Debra  Zalvan","","284 Amory St Ste G101","","BOSTON","MA","02130-2317","UbiCare is the leader in customizable, targeted messages that provide the right message, at the right time, to the right patients.  Our products sustain your critical patient relationships throughout all electronic channels"
"653","Kline, Caitlin","","Caitlin Kline","","13 Torreys Lane","","Scituate","MA","02066-4544",""
"654","WATER CONSULTING SPECIALISTS, INC.","","Kimberly Collentro","","55 PORTSIDE DR","","POCASSET","MA","02559-1909","Water Treatment Equipment & Services"
"655","Drizos Contracting LLC","","Spiros Drizos","","3 Town Line Rd","","Burlington","MA","01803-1824",""
"656","Global Research Innovation and Technology, Inc. ","GRIT ","Natasha Scolnik","","288 Norfolk St ","","Cambridge","MA","02139-1430",""
"657","Davis Publications, Inc.","Davis Art Images","Laura Flavin","","50 Portland St Fl 3","","Worcester","MA","01608-2013",""
"658","Opinion Dynamics Corporation","","Thomas Medlin","","1000 Winter St Fl 3","","Waltham","MA","02451-1436",""
"659","Human Systems Integration, Inc","","Brian P Farrell","","153 Washington St 4th Fl","","Walpole","MA","02032-1163",""
"660","HOCOMA INCORPORATED","","Sean M Caulfield","","77 ACCORDS PARK DR STE D1","","NORWELL","MA","02061-1623",""
"661","AB Inns LLC ","Inn at Hastings Park ","Melissa Shugrue","","2027 MASSACHUSETTS AVE ","","LEXINGTON","MA","02421-4812",""
"662","PAPPAS COMPANY INC,THE","","MIKE PAPPAS","","12 BRIDGE ST","","WATERTOWN","MA","02472-4811",""
"663","Osmun Music, Inc","","Robert Osmun","","77 Powdermill Rd","","ACTON","MA","01720-5936","French horns, trumpets and accessories Stock and Custom horn mouthpieces Repairs"
"664","RWD Life Science, INC","","Nathan  Tsai","","904 Old Bridge Ln","","Bellingham","MA","02019-3146","Established in 2002, RWD Life Science has been dedicated to being a leading manufacture in veterinary and research equipments worldwide.We specialize in anesthesia, physiological and surgical equipments,used by veterinarians and pre-clinical researchers. Our mission is to provide high quality products and integrated solutions for our customers with prompt and professional support. For more information about our supplies, such as Anesthesia Machine, Ventilator, Stereotaxic Instrument,Syringe Pump, Cannula System and Surgical tools, please check our website: www.rwdstco.com."
"665","WCP Needham Cabot, L.L.C.","Sheraton Needham Hotel","Rea Peroulas","","100 Cabot St","","Needham","MA","02494-2802","Hotel."
"666","PROSCIENCE ANALYTICAL SERVICES, INC","","Aimee L Cormier","","22 CUMMINGS PARK","","WOBURN","MA","01801-2122","Our laboratory analyzes for asbestos in bulk samples, air and soil. We also analyze for lead in air, wipes soil and paint. We also able to analyze for the 8 RCRA elements in solids."
"667","REED CONTROL SERVICES INC","","WILLIAM  REED","","20 REED AVE","","SOUTH WEYMOUTH","MA","02190-2724",""
"668","Sensing Systems Corporation ","","RICARDO  BERMUDEZ","","263 Brook St ","","New Bedford","MA","02745-5275","Sensing Systems provides a broad range of measurement products. We design, manufacture, and test high quality strain gage based sensors based out of our factory in New Bedford, MA. At the core of our products and services are the knowledge, implementation, and development of strain gage technology. Sensing Systems provides engineering, testing, and measurement services in-house and at customers’ facilities. We offer a full range of field testing services reaching all industry, government, and educational sectors."
"669","VILLA MACHINE ASSOCIATES, INC.","","Louis R Villa","","61 MCDONALD ST","","DEDHAM","MA","02026-3914","Precision Machinining Waterjet Cutting Fabrication and welding assembly"
"670","IGS SYSTEMS, INC.","","Irek  Bruchowski","Sales/Operations","246 S MEADOW RD STE 8","","PLYMOUTH","MA","02360-4775","SELLS, REPAIRS & LEASES COMPUTER HARDWARE MANUFACTURED BY DIGITAL EQUIPMENT CORP (COMPAQ) & HP SPECIALIZE IN SALES & REPAIR OF OBSOLETE HARDWARE.- EVERYTHING IS ELIGIBLE FOR DEC MAINTENANCE. 1 YEAR WARRANTY ON ALL REPAIR - SALES ON ALPHA'S AS WELL."
"671","BELLA RESEARCH GROUP, LLC","","Ann Leamon","","100 N WASHINGTON ST STE 503","","BOSTON","MA","02114-2170",""
"672","Berkeley Building Company","","Emil Frei","","248 MAIN ST STE 103","","READING","MA","01867-3643",""
"673","GOV LAKEWOOD PROPERTIES TRUST","","Jason Hobick","","255 WASHINGTON ST STE 300","","NEWTON","MA","02458-2094",""
"674","Ray's Of New Bedford Inc","","Karen Jorge","","1001 Ashley Blvd","","NEW BEDFORD","MA","02745-2413",""
"675","Whitewater,Inc.","","STEPHEN DONOVAN","","41 Central St","","Auburn","MA","01501-2304",""
"676","Experfy, INC.","","Harpreet Singh","","1700 West Park Dr STE 190","","Westborough","MA","01581-3915","Harvard-incubated Experfy is a Big Data Analytics consulting and training platform. For government agencies that want to harness the hidden power of their data but don’t possess the required expertise, Experfy provides data consulting and training on-demand. Unlike large, costly, and slow-moving professional services firms, Experfy delivers actionable and profitable insights quickly and efficiently, often 10x faster and with up to 80% savings. Experfy provides advisory services, big data readiness assessments, roadmaps, predictive dashboards, algorithms, and a custom training solutions for each industry."
